Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled
2008,1,3,4,941,940,1532,1545,2818,231,245,219,-13,1,1891,3,9,0
2008,1,3,4,1550,1535,1651,1630,3168,61,55,44,21,15,248,4,13,0
2008,1,3,4,611,615,819,835,3147,68,80,55,-16,-4,368,3,10,0
2008,1,3,4,906,905,1426,1430,3948,200,205,183,-4,1,1618,2,15,0
2008,1,3,4,2037,2035,2159,2200,3134,82,85,73,-1,2,437,2,7,0
2008,1,3,4,1739,1700,1849,1820,2025,70,80,56,29,39,386,6,8,0
2008,1,3,4,2035,2020,2209,2150,3135,94,90,81,19,15,407,3,10,0
2008,1,3,4,1817,1730,122,50,2632,245,260,230,32,47,2106,5,10,0
2008,1,3,4,2158,2115,2352,2320,2458,54,65,45,32,43,325,4,5,0
2008,1,3,4,2248,2155,2346,2255,2449,58,60,45,51,53,258,3,10,0
2008,1,3,4,1520,1455,1619,1605,2553,59,70,50,14,25,220,2,7,0
2008,1,3,4,2021,2005,2120,2125,2731,59,80,48,-5,16,238,4,7,0
2008,1,3,4,825,825,1006,1010,2459,101,105,92,-4,0,543,3,6,0
2008,1,3,4,619,615,745,735,2548,86,80,61,10,4,389,4,21,0
2008,1,3,4,1140,1125,1303,1250,1918,83,85,68,13,15,407,7,8,0
2008,1,3,4,806,805,909,910,3748,63,65,49,-1,1,296,6,8,0
2008,1,3,4,2245,2125,115,5,2786,90,100,78,70,80,611,4,8,0
2008,1,3,4,627,630,753,800,2902,86,90,66,-7,-3,444,2,18,0
2008,1,3,4,1945,1930,2110,2055,2269,85,85,61,15,15,446,3,21,0
2008,1,3,4,1741,1600,1901,1725,3832,80,85,66,96,101,423,2,12,0
2008,1,3,4,1310,1245,1555,1540,1842,225,235,209,15,25,1444,5,11,0
2008,1,3,4,637,635,844,840,2810,67,65,48,4,2,344,2,17,0
2008,1,3,4,1825,1810,1924,1910,2453,119,120,96,14,15,647,4,19,0
2008,1,3,4,1723,1715,1830,1825,3493,67,70,51,5,8,238,4,12,0
2008,1,3,4,1108,1045,1255,1240,3943,167,175,154,15,23,1044,5,8,0
2008,1,3,4,1120,1020,1435,1350,2631,135,150,126,45,60,989,3,6,0
2008,1,3,4,1838,1800,1930,1855,2730,52,55,32,35,38,197,3,17,0
2008,1,3,4,1906,1840,2130,2105,2211,144,145,125,25,26,866,7,12,0
2008,1,3,4,1151,1125,1418,1350,2357,147,145,126,28,26,866,5,16,0
2008,1,3,4,1311,1240,1523,1500,2969,72,80,61,23,31,422,3,8,0
2008,1,3,4,1816,1745,1954,1910,3940,98,85,61,44,31,407,20,17,0
2008,1,3,4,1110,1035,1348,1320,2272,98,105,86,28,35,611,3,9,0
2008,1,3,4,904,855,1016,1005,2113,72,70,58,11,9,345,8,6,0
2008,1,3,4,1404,1350,1726,1710,3320,142,140,125,16,14,967,9,8,0
2008,1,3,4,729,725,1012,1005,2620,163,160,145,7,4,1050,5,13,0
2008,1,3,4,1940,1930,2031,2020,2553,51,50,39,11,10,181,4,8,0
2008,1,3,4,1603,1530,1739,1720,3835,96,110,85,19,33,564,4,7,0
2008,1,3,4,1413,1415,1612,1620,3849,59,65,44,-8,-2,256,4,11,0
2008,1,3,4,832,830,1123,1110,3150,171,160,156,13,2,1073,2,13,0
2008,1,3,4,927,925,1029,1040,2442,62,75,51,-11,2,328,3,8,0
2008,1,3,4,912,910,1020,1020,2114,68,70,51,0,2,333,4,13,0
2008,1,3,4,1423,1420,1530,1525,3917,67,65,44,5,3,236,11,12,0
2008,1,3,4,2301,2105,59,2240,3061,118,95,98,139,116,414,4,16,0
2008,1,3,4,905,850,1334,1330,3222,149,160,135,4,15,1090,4,10,0
2008,1,3,4,1038,1010,1322,1300,3501,224,230,208,22,28,1444,5,11,0
2008,1,3,4,2227,2135,2327,2240,3140,60,65,45,47,52,347,5,10,0
2008,1,3,4,1007,1010,1049,1020,3572,102,70,47,29,-3,256,6,49,0
2008,1,3,4,1758,1730,1957,1935,2474,59,65,48,22,28,284,3,8,0
2008,1,3,4,2057,2100,2206,2215,3918,69,75,57,-9,-3,328,4,8,0
2008,1,3,4,1602,1605,1724,1735,2010,82,90,69,-11,-3,461,3,10,0
2008,1,3,4,602,600,851,845,3499,109,105,86,6,2,611,11,12,0
2008,1,3,4,1016,1015,1521,1535,2010,185,200,174,-14,1,1481,4,7,0
2008,1,3,4,0,1855,0,2020,3586,0,85,0,0,0,446,0,0,1
2008,1,3,4,811,810,906,915,3421,55,65,43,-9,1,328,4,8,0
2008,1,3,4,904,900,1007,1000,3569,63,60,51,7,4,255,5,7,0
2008,1,3,4,919,915,1156,1200,2474,97,105,83,-4,4,621,6,8,0
2008,1,3,4,1417,1345,1717,1645,2524,120,120,105,32,32,838,4,11,0
2008,1,3,4,1100,1040,1414,1410,1847,134,150,124,4,20,997,4,6,0
2008,1,3,4,1331,1245,1528,1455,2284,237,250,221,33,46,1552,5,11,0
2008,1,3,4,1544,1415,1639,1510,2094,115,115,102,89,89,621,4,9,0
2008,1,3,4,1542,1515,1805,1730,2445,83,75,64,35,27,402,8,11,0
2008,1,3,4,707,705,839,825,2554,92,80,66,14,2,390,6,20,0
2008,1,3,4,1904,1855,2022,2025,3685,78,90,59,-3,9,290,4,15,0
2008,1,3,4,629,630,910,915,2818,101,105,84,-5,-1,621,3,14,0
2008,1,3,4,915,915,1017,1020,2699,62,65,46,-3,0,223,2,14,0
2008,1,3,4,1440,1420,1602,1540,3513,82,80,69,22,20,444,4,9,0
2008,1,3,4,2032,2010,2048,2035,2871,76,85,69,13,22,369,2,5,0
2008,1,3,4,1512,1445,1656,1620,2437,104,95,69,36,27,377,27,8,0
2008,1,3,4,1115,1050,1249,1230,3499,94,100,78,19,25,534,7,9,0
2008,1,3,4,747,750,843,850,3250,56,60,42,-7,-3,226,4,10,0
2008,1,3,4,2025,1955,2120,2055,2809,55,60,43,25,30,236,4,8,0
2008,1,3,4,2211,2000,121,2320,2268,130,140,121,121,131,1020,3,6,0
2008,1,3,4,810,805,1012,1015,2976,242,250,216,-3,5,1552,4,22,0
2008,1,3,4,735,735,804,805,2969,89,90,78,-1,0,496,2,9,0
2008,1,3,4,1126,1125,1247,1255,3767,141,150,129,-8,1,843,3,9,0
2008,1,3,4,2114,2100,2234,2235,2704,140,155,122,-1,14,838,7,11,0
2008,1,3,4,1627,1600,1916,1900,2907,109,120,80,16,27,629,8,21,0
2008,1,3,4,1827,1800,2028,2010,3669,61,70,46,18,27,304,6,9,0
2008,1,3,4,1925,1825,2024,1930,2359,59,65,49,54,60,308,3,7,0
2008,1,3,4,1049,1050,1316,1310,3406,147,140,131,6,-1,883,6,10,0
2008,1,3,4,754,645,1028,950,2719,334,365,320,38,69,2356,5,9,0
2008,1,3,4,601,600,824,805,2456,83,65,61,19,1,307,6,16,0
2008,1,3,4,1415,1350,1527,1510,3835,72,80,56,17,25,345,4,12,0
2008,1,3,4,801,740,1048,1110,2988,167,210,151,-22,21,1188,6,10,0
2008,1,3,4,1921,1835,2142,2105,2804,261,270,244,37,46,1751,4,13,0
2008,1,3,4,1713,1700,1810,1800,3509,57,60,39,10,13,178,7,11,0
2008,1,3,4,1743,1720,1754,1730,966,71,70,58,24,23,325,4,9,0
2008,1,3,4,1330,1320,1609,1615,330,99,115,86,-6,10,714,3,10,0
2008,1,3,4,1726,1720,1820,1820,484,174,180,160,0,6,1099,4,10,0
2008,1,3,4,1448,1440,1517,1500,232,89,80,63,17,8,370,8,18,0
2008,1,3,4,1423,1350,1720,1645,885,117,115,100,35,33,777,5,12,0
2008,1,3,4,1734,1650,1941,1905,23,127,135,113,36,44,742,4,10,0
2008,1,3,4,2235,2155,2330,2255,408,55,60,42,35,40,328,4,9,0
2008,1,3,4,1653,1650,1932,1930,335,99,100,79,2,3,577,6,14,0
2008,1,3,4,1823,1800,1934,1920,966,71,80,61,14,23,389,4,6,0
2008,1,3,4,2036,1925,2204,2055,632,88,90,63,69,71,414,8,17,0
2008,1,3,4,1548,1505,1728,1635,280,100,90,78,53,43,407,4,18,0
2008,1,3,4,2155,1955,2308,2120,777,73,85,53,108,120,337,5,15,0
2008,1,3,4,2208,2125,2317,2245,1858,69,80,58,32,43,386,5,6,0
2008,1,3,4,1440,1425,1655,1635,718,135,130,105,20,15,718,20,10,0
2008,1,3,4,1928,1855,2034,2015,298,66,80,54,19,33,345,4,8,0
2008,1,3,4,2120,2030,2359,2310,246,99,100,76,49,50,588,6,17,0
2008,1,3,4,2023,1830,2214,2040,1600,111,130,99,94,113,697,4,8,0
2008,1,3,4,1710,1645,1851,1840,94,281,295,268,11,25,1910,4,9,0
2008,1,3,4,1915,1805,2029,1925,722,74,80,61,64,70,417,2,11,0
2008,1,3,4,1832,1720,1952,1845,59,80,85,66,67,72,405,5,9,0
2008,1,3,4,1643,1625,1751,1735,715,68,70,46,16,18,258,4,18,0
2008,1,3,4,1558,1530,2049,2040,1050,171,190,150,9,28,1372,4,17,0
2008,1,3,4,2230,2125,3,2310,343,93,105,82,53,65,569,4,7,0
2008,1,3,4,2039,1955,2214,2135,1017,95,100,78,39,44,564,4,13,0
2008,1,3,4,2010,1900,2203,2030,962,113,90,77,93,70,407,28,8,0
2008,1,3,4,1652,1640,1748,1740,141,56,60,48,8,12,293,3,5,0
2008,1,3,4,2202,2110,2344,2250,381,102,100,85,54,52,447,5,12,0
2008,1,3,4,1642,1610,1728,1705,186,106,115,91,23,32,587,4,11,0
2008,1,3,4,1343,1340,1509,1515,137,86,95,73,-6,3,480,4,9,0
2008,1,3,4,1429,1410,1449,1435,921,80,85,64,14,19,402,5,11,0
2008,1,3,4,1615,1545,1725,1655,637,70,70,54,30,30,345,6,10,0
2008,1,3,4,1531,1425,1648,1540,985,77,75,68,68,66,361,4,5,0
2008,1,3,4,1226,1210,1721,1700,213,175,170,139,21,16,1140,4,32,0
2008,1,3,4,2212,2105,7,2255,771,55,50,36,72,67,162,6,13,0
2008,1,3,4,1616,1615,1624,1620,340,68,65,47,4,1,256,6,15,0
2008,1,3,4,2014,2000,2143,2140,2135,89,100,77,3,14,534,3,9,0
2008,1,3,4,2047,1845,2331,2145,1136,104,120,90,106,122,668,5,9,0
2008,1,3,4,2105,2025,2342,2310,361,97,105,82,32,40,677,6,9,0
2008,1,3,4,2114,2025,2246,2155,172,152,150,128,51,49,895,7,17,0
2008,1,3,4,2221,2110,2332,2225,1973,71,75,54,67,71,395,4,13,0
2008,1,3,4,1407,1405,1732,1740,515,145,155,129,-8,2,1048,4,12,0
2008,1,3,4,1614,1610,1836,1830,85,82,80,71,6,4,487,5,6,0
2008,1,3,4,1741,1735,1806,1805,1414,85,90,73,1,6,496,4,8,0
2008,1,3,4,1609,1540,1732,1700,709,83,80,55,32,29,345,7,21,0
2008,1,3,4,1757,1710,1951,1855,1395,114,105,86,56,47,605,5,23,0
2008,1,3,4,1630,1555,1736,1705,719,66,70,48,31,35,258,6,12,0
2008,1,3,4,1802,1755,1900,1900,166,58,65,46,0,7,251,4,8,0
2008,1,3,4,1558,1605,1922,1935,832,144,150,123,-13,-7,1040,7,14,0
2008,1,3,4,1835,1755,2035,2000,693,60,65,44,35,40,271,5,11,0
2008,1,3,4,1618,1430,1733,1550,1153,75,80,63,103,108,423,4,8,0
2008,1,3,4,1730,1620,2028,1920,1484,298,300,276,68,70,1848,8,14,0
2008,1,3,4,2117,2010,2355,2255,1485,98,105,84,60,67,590,4,10,0
2008,1,3,4,2146,2100,2304,2215,724,78,75,65,49,46,337,4,9,0
2008,1,3,4,1809,1730,1834,1735,1511,85,65,66,59,39,304,3,16,0
2008,1,3,4,1736,1650,1858,1815,318,82,85,61,43,46,446,4,17,0
2008,1,3,4,1801,1735,2142,2130,892,161,175,148,12,26,1166,5,8,0
2008,1,3,4,1556,1525,1705,1630,232,69,65,53,35,31,308,3,13,0
2008,1,3,4,1127,1045,1856,1835,1285,269,290,245,21,42,2176,5,19,0
2008,1,3,4,1631,1630,1749,1750,1006,78,80,62,-1,1,405,5,11,0
2008,1,3,4,1435,1340,1537,1500,1338,62,80,49,37,55,238,5,8,0
2008,1,3,4,1811,1805,1934,1925,154,83,80,62,9,6,405,10,11,0
2008,1,3,4,1527,1505,1527,1505,538,60,60,45,22,22,256,7,8,0
2008,1,3,4,1745,1655,2000,1855,1071,135,120,113,65,50,671,7,15,0
2008,1,3,4,1452,1425,1640,1625,675,228,240,213,15,27,1489,7,8,0
2008,1,3,4,1422,1245,1546,1410,132,84,85,64,96,97,405,5,15,0
2008,1,3,4,1652,1625,1750,1730,1022,58,65,44,20,27,291,4,10,0
2008,1,3,4,1533,1515,1812,1800,224,99,105,87,12,18,611,3,9,0
2008,1,3,4,1620,1505,1737,1630,1257,77,85,61,67,75,405,4,12,0
2008,1,3,4,1406,1330,1536,1455,78,90,85,76,41,36,446,4,10,0
2008,1,3,4,1934,1855,2037,2000,490,63,65,45,37,39,251,4,14,0
2008,1,3,4,2056,1940,2213,2055,1939,77,75,62,78,76,444,6,9,0
2008,1,3,4,1934,1935,2054,2035,201,80,60,43,19,-1,226,29,8,0
2008,1,3,4,2156,2110,2353,2310,1403,57,60,43,43,46,256,5,9,0
2008,1,3,4,2001,2005,2203,2210,832,122,125,106,-7,-4,787,4,12,0
2008,1,3,4,1550,1545,1709,1705,26,79,80,62,4,5,405,5,12,0
2008,1,3,4,1429,1315,1532,1430,1574,63,75,46,62,74,267,6,11,0
2008,1,3,4,1927,1855,2049,2020,520,82,85,64,29,32,390,9,9,0
2008,1,3,4,1455,1425,1557,1530,1609,62,65,49,27,30,308,5,8,0
