Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled
2008,1,3,4,912,850,1106,1055,247,114,125,97,11,22,718,7,10,0
2008,1,3,4,716,715,1130,1120,903,194,185,172,10,1,1407,4,18,0
2008,1,3,4,1142,1125,1626,1640,1668,164,195,156,-14,17,1363,3,5,0
2008,1,3,4,615,615,724,735,971,69,80,60,-11,0,359,2,7,0
2008,1,3,4,932,930,1149,1135,458,137,125,118,14,2,787,4,15,0
2008,1,3,4,1055,935,1255,1125,562,180,170,149,90,80,989,17,14,0
2008,1,3,4,754,745,940,955,1144,226,250,205,-15,9,1489,5,16,0
2008,1,3,4,1304,1245,1422,1355,1236,78,70,53,27,19,267,7,18,0
2008,1,3,4,1238,1200,1447,1405,308,69,65,53,42,38,229,9,7,0
2008,1,3,4,1118,1040,1340,1340,32,202,240,188,0,38,1335,3,11,0
2008,1,3,4,1739,1640,114,25,1018,275,285,253,49,59,2298,9,13,0
2008,1,3,4,600,600,805,815,277,65,75,51,-10,0,370,4,10,0
2008,1,3,4,655,655,925,945,720,90,110,78,-20,0,588,3,9,0
2008,1,3,4,702,700,842,850,293,100,110,80,-8,2,564,5,15,0
2008,1,3,4,1211,1210,1333,1320,488,202,190,167,13,1,1140,27,8,0
2008,1,3,4,812,805,1300,1300,588,168,175,150,0,7,1312,6,12,0
2008,1,3,4,827,830,1018,1015,430,111,105,79,3,-3,534,16,16,0
2008,1,3,4,958,900,1052,950,1574,54,50,36,62,58,180,4,14,0
2008,1,3,4,829,830,918,920,617,49,50,35,-2,-1,233,2,12,0
2008,1,3,4,638,625,843,830,247,65,65,43,13,13,271,3,19,0
2008,1,3,4,630,635,733,730,640,63,55,50,3,-5,255,1,12,0
2008,1,3,4,1316,1135,1413,1245,689,57,70,50,88,101,303,3,4,0
2008,1,3,4,852,850,1009,1025,475,77,95,52,-16,2,337,9,16,0
2008,1,3,4,936,935,957,1005,529,81,90,71,-8,1,369,2,8,0
2008,1,3,4,714,715,1451,1505,257,277,290,264,-14,-1,2295,4,9,0
2008,1,3,4,746,715,904,840,19,78,85,62,24,31,405,5,11,0
2008,1,3,4,1053,1050,1213,1220,553,80,90,55,-7,3,337,9,16,0
2008,1,3,4,928,900,1042,1020,96,74,80,54,22,28,337,6,14,0
2008,1,3,4,959,940,1223,1235,687,144,175,115,-12,19,861,5,24,0
2008,1,3,4,701,700,1308,1310,899,247,250,235,-2,1,1999,3,9,0
2008,1,3,4,816,815,905,915,491,49,60,40,-10,1,279,3,6,0
2008,1,3,4,1109,1055,1403,1335,399,174,160,147,28,14,957,9,18,0
2008,1,3,4,1013,955,1100,1045,150,47,50,35,15,18,133,3,9,0
2008,1,3,4,620,620,626,625,2121,66,65,49,1,0,254,8,9,0
2008,1,3,4,901,900,1101,1105,748,60,65,47,-4,1,284,5,8,0
2008,1,3,4,1039,1015,1316,1300,1678,97,105,77,16,24,588,5,15,0
2008,1,3,4,923,925,1041,1045,170,78,80,65,-4,-2,386,6,7,0
2008,1,3,4,0,1045,0,1205,747,0,80,0,0,0,371,0,0,1
2008,1,3,4,621,620,729,730,215,68,70,49,-1,1,313,4,15,0
2008,1,3,4,702,700,943,930,555,161,150,138,13,2,1036,5,18,0
2008,1,3,4,1100,1050,1157,1155,1586,57,65,46,2,10,223,2,9,0
2008,1,3,4,946,930,1109,1105,902,143,155,127,4,16,895,6,10,0
2008,1,3,4,1038,945,1314,1225,1035,96,100,81,49,53,587,8,7,0
2008,1,3,4,637,640,759,805,624,82,85,65,-6,-3,397,5,12,0
2008,1,3,4,804,750,1022,1000,98,138,130,117,22,14,697,5,16,0
2008,1,3,4,923,910,1222,1210,327,119,120,102,12,13,843,3,14,0
2008,1,3,4,1136,1115,1306,1250,1010,90,95,71,16,21,480,5,14,0
2008,1,3,4,1323,1255,1526,1510,4,123,135,110,16,28,838,4,9,0
2008,1,3,4,842,835,1006,1000,505,84,85,73,6,7,479,3,8,0
2008,1,3,4,851,835,938,930,1670,47,55,34,8,16,197,5,8,0
2008,1,3,4,0,905,0,1025,469,0,80,0,0,0,337,0,0,1
2008,1,3,4,1824,1725,121,45,1509,237,260,222,36,59,2027,2,13,0
2008,1,3,4,1212,1210,1543,1600,1218,151,170,135,-17,2,1105,4,12,0
2008,1,3,4,1110,1040,1323,1310,658,253,270,243,13,30,1733,4,6,0
2008,1,3,4,700,700,852,850,2114,112,110,97,2,0,569,3,12,0
2008,1,3,4,1243,1155,1439,1400,1308,176,185,156,39,48,1072,2,18,0
2008,1,3,4,1003,1005,1208,1215,871,65,70,49,-7,-2,256,5,11,0
2008,1,3,4,619,620,742,750,414,83,90,67,-8,-1,447,3,13,0
2008,1,3,4,836,835,1001,1000,207,145,145,133,1,1,843,3,9,0
2008,1,3,4,710,710,814,830,142,124,140,102,-16,0,668,8,14,0
2008,1,3,4,1057,1030,1154,1140,1041,57,70,46,14,27,291,2,9,0
2008,1,3,4,1043,1015,1230,1155,1597,107,100,78,35,28,447,21,8,0
2008,1,3,4,803,805,929,935,342,86,90,68,-6,-2,447,3,15,0
2008,1,3,4,821,820,955,950,864,94,90,72,5,1,407,3,19,0
2008,1,3,4,729,730,843,845,367,74,75,55,-2,-1,337,6,13,0
2008,1,3,4,646,645,752,755,2189,66,70,46,-3,1,318,13,7,0
2008,1,3,4,1121,1110,1133,1130,876,72,80,53,3,11,325,5,14,0
2008,1,3,4,639,640,800,820,1245,81,100,64,-20,-1,405,5,12,0
2008,1,3,4,1108,1100,1226,1220,92,78,80,59,6,8,373,5,14,0
2008,1,3,4,717,715,836,835,350,79,80,61,1,2,389,5,13,0
2008,1,3,4,736,740,842,845,23,66,65,51,-3,-4,347,5,10,0
2008,1,3,4,1121,1105,1242,1225,1333,81,80,67,17,16,423,6,8,0
2008,1,3,4,734,730,836,830,631,62,60,46,6,4,251,3,13,0
2008,1,3,4,1252,1245,1404,1405,449,72,80,61,-1,7,419,3,8,0
2008,1,3,4,908,905,1028,1020,334,80,75,64,8,3,336,3,13,0
2008,1,3,4,730,730,933,945,250,183,195,167,-12,0,1136,4,12,0
2008,1,3,4,1012,950,1113,1050,779,61,60,39,23,22,178,6,16,0
2008,1,3,4,701,700,1034,1015,406,153,135,109,19,1,889,5,39,0
2008,1,3,4,840,840,946,945,790,66,65,43,1,0,236,11,12,0
2008,1,3,4,825,820,1028,1030,414,63,70,48,-2,5,304,4,11,0
2008,1,3,4,831,830,1148,1140,534,137,130,123,8,1,888,5,9,0
2008,1,3,4,910,915,923,935,453,73,80,58,-12,-5,338,4,11,0
2008,1,3,4,655,655,746,755,864,171,180,159,-9,0,1099,3,9,0
2008,1,3,4,1155,1150,1426,1435,1488,91,105,79,-9,5,577,6,6,0
2008,1,3,4,1757,1655,108,25,156,251,270,237,43,62,2155,4,10,0
2008,1,3,4,823,820,1008,1010,658,165,170,146,-2,3,989,3,16,0
2008,1,3,4,1008,915,1106,1015,773,58,60,41,51,53,197,4,13,0
2008,1,3,4,855,835,1116,1105,561,261,270,247,11,20,1751,5,9,0
2008,1,3,4,809,800,1026,1010,470,137,130,120,16,9,758,5,12,0
2008,1,3,4,1159,1130,1259,1235,769,60,65,48,24,29,308,5,7,0
2008,1,3,4,630,630,716,715,476,46,45,32,1,0,192,4,10,0
2008,1,3,4,709,710,927,915,496,78,65,49,12,-1,304,4,25,0
2008,1,3,4,1037,1015,1200,1155,223,83,100,72,5,22,570,2,9,0
2008,1,3,4,1114,1045,1347,1330,963,93,105,80,17,29,590,3,10,0
2008,1,3,4,832,835,925,935,1776,53,60,46,-10,-3,296,1,6,0
2008,1,3,4,1825,1810,1924,1910,2453,119,120,96,14,15,647,4,19,0
2008,1,3,4,1709,1700,1815,1805,3149,66,65,55,10,9,308,4,7,0
2008,1,3,4,1413,1415,1612,1620,3849,59,65,44,-8,-2,256,4,11,0
2008,1,3,4,2051,2010,134,55,3746,163,165,150,39,41,1235,4,9,0
2008,1,3,4,1504,1450,1603,1550,2374,59,60,42,13,14,328,3,14,0
2008,1,3,4,1124,1105,1323,1315,2703,59,70,44,8,19,304,6,9,0
2008,1,3,4,2132,2050,2222,2150,3155,50,60,39,32,42,279,4,7,0
2008,1,3,4,852,855,959,1015,3602,67,80,57,-16,-3,389,4,6,0
2008,1,3,4,822,805,921,910,2177,59,65,46,11,17,251,3,10,0
2008,1,3,4,1100,1020,1210,1145,2719,70,85,54,25,40,345,4,12,0
2008,1,3,4,2153,2055,2347,2255,2730,114,120,91,52,58,671,5,18,0
2008,1,3,4,1448,1410,1707,1655,3316,319,345,305,12,38,2176,5,9,0
2008,1,3,4,1422,1350,1721,1725,3516,179,215,164,-4,32,1204,3,12,0
2008,1,3,4,1550,1535,1651,1630,3168,61,55,44,21,15,248,4,13,0
2008,1,3,4,855,855,1020,1025,3234,85,90,65,-5,0,493,3,17,0
2008,1,3,4,855,855,1019,1025,2266,84,90,65,-6,0,377,7,12,0
2008,1,3,4,2205,2135,43,25,3927,98,110,84,18,30,668,4,10,0
2008,1,3,4,2130,1955,111,2350,3228,161,175,142,81,95,1166,4,15,0
2008,1,3,4,1404,1305,1518,1435,3691,74,90,61,43,59,377,3,10,0
2008,1,3,4,1603,1530,1739,1720,3835,96,110,85,19,33,564,4,7,0
2008,1,3,4,644,640,754,740,3772,70,60,40,14,4,180,5,25,0
2008,1,3,4,729,725,1012,1005,2620,163,160,145,7,4,1050,5,13,0
2008,1,3,4,1845,1845,1932,1940,2194,107,115,91,-8,0,616,5,11,0
2008,1,3,4,1229,1220,1342,1325,2874,73,65,47,17,9,223,2,24,0
2008,1,3,4,932,930,1152,1145,2361,140,135,124,7,2,834,7,9,0
2008,1,3,4,2220,2120,2320,2230,2816,60,70,48,50,60,258,5,7,0
2008,1,3,4,1143,1125,1256,1240,2878,73,75,63,16,18,417,3,7,0
2008,1,3,4,2158,2120,2303,2225,2896,65,65,44,38,38,236,11,10,0
2008,1,3,4,1147,1145,1417,1425,3067,90,100,75,-8,2,550,8,7,0
2008,1,3,4,1550,1545,1544,1550,2803,54,65,42,-6,5,256,4,8,0
2008,1,3,4,2057,2100,2206,2215,3918,69,75,57,-9,-3,328,4,8,0
2008,1,3,4,2114,2100,2234,2235,2704,140,155,122,-1,14,838,7,11,0
2008,1,3,4,749,720,837,810,3679,48,50,39,27,29,159,2,7,0
2008,1,3,4,1829,1755,1959,1925,3920,90,90,77,34,34,515,3,10,0
2008,1,3,4,906,905,1426,1430,3948,200,205,183,-4,1,1618,2,15,0
2008,1,3,4,1052,1050,1225,1220,3502,93,90,73,5,2,446,13,7,0
2008,1,3,4,1544,1415,1639,1510,2094,115,115,102,89,89,621,4,9,0
2008,1,3,4,2234,2130,118,15,3336,224,225,212,63,64,1444,4,8,0
2008,1,3,4,2206,2105,2338,2250,3137,152,165,138,48,61,989,7,7,0
2008,1,3,4,1049,1040,1320,1320,2280,91,100,73,0,9,584,3,15,0
2008,1,3,4,1152,1135,1345,1320,2558,113,105,101,25,17,569,5,7,0
2008,1,3,4,1758,1730,1957,1935,2474,59,65,48,22,28,284,3,8,0
2008,1,3,4,722,705,1000,950,2549,98,105,87,10,17,630,4,7,0
2008,1,3,4,1646,1645,1740,1700,3936,114,75,68,40,1,370,10,36,0
2008,1,3,4,1602,1510,2357,2255,3144,295,285,269,62,52,2283,4,22,0
2008,1,3,4,1023,1020,1136,1125,3419,73,65,49,11,3,347,3,21,0
2008,1,3,4,635,635,840,850,2452,65,75,53,-10,0,370,4,8,0
2008,1,3,4,2237,2140,2335,2245,2454,58,65,47,50,57,236,3,8,0
2008,1,3,4,1448,1410,1601,1545,2900,133,155,120,16,38,838,6,7,0
2008,1,3,4,0,2050,0,2255,2092,0,65,0,0,0,304,0,0,1
2008,1,3,4,1726,1630,1832,1740,2284,66,70,46,52,56,223,2,18,0
2008,1,3,4,1518,1215,1646,1350,3575,88,95,72,176,183,414,4,12,0
2008,1,3,4,1404,1400,1458,1500,3082,114,120,96,-2,4,616,4,14,0
2008,1,3,4,705,630,1055,1030,3848,170,180,151,25,35,1166,5,14,0
2008,1,3,4,2249,2150,2357,2250,3492,128,120,108,67,59,646,6,14,0
2008,1,3,4,2225,2105,2350,2235,2875,85,90,59,75,80,414,4,22,0
2008,1,3,4,614,615,900,910,2894,106,115,91,-10,-1,646,4,11,0
2008,1,3,4,1021,1025,1106,1115,3754,45,50,30,-9,-4,133,10,5,0
2008,1,3,4,924,925,1034,1040,2648,70,75,58,-6,-1,342,5,7,0
2008,1,3,4,1008,945,1124,1110,2979,136,145,101,14,23,668,7,28,0
2008,1,3,4,1354,1310,1907,1845,3232,193,215,177,22,44,1521,6,10,0
2008,1,3,4,1919,1915,1942,1950,3428,83,95,71,-8,4,484,4,8,0
2008,1,3,4,1214,1210,1424,1355,1852,190,165,146,29,4,989,34,10,0
2008,1,3,4,835,830,1001,1020,3338,86,110,76,-19,5,569,2,8,0
2008,1,3,4,946,755,1259,1125,3241,193,210,164,94,111,1204,5,24,0
2008,1,3,4,1029,1020,1021,1010,2272,52,50,37,11,9,162,6,9,0
2008,1,3,4,1943,1715,137,2310,2091,234,235,204,147,148,1844,6,24,0
2008,1,3,4,1122,1100,1237,1215,2733,75,75,57,22,22,337,6,12,0
2008,1,3,4,1404,1350,1810,1810,2703,186,200,173,0,14,1444,6,7,0
2008,1,3,4,721,720,742,745,3681,81,85,70,-3,1,369,2,9,0
2008,1,3,4,1940,1930,2031,2020,2553,51,50,39,11,10,181,4,8,0
2008,1,3,4,753,750,1215,1220,2906,142,150,125,-5,3,1069,2,15,0
2008,1,3,4,629,630,910,915,2818,101,105,84,-5,-1,621,3,14,0
2008,1,3,4,851,845,1019,1015,3503,88,90,74,4,6,446,4,10,0
2008,1,3,4,2124,1935,48,2305,3919,144,150,126,103,109,989,3,15,0
2008,1,3,4,1602,1605,1724,1735,2010,82,90,69,-11,-3,461,3,10,0
2008,1,3,4,1713,1700,1810,1800,3509,57,60,39,10,13,178,7,11,0
2008,1,3,4,1045,1030,1158,1140,2018,73,70,54,18,15,345,7,12,0
2008,1,3,4,640,640,833,845,2469,113,125,98,-12,0,727,5,10,0
2008,1,3,4,1731,1700,1844,1815,2208,73,75,53,29,31,337,6,14,0
2008,1,3,4,1831,1755,1,2350,3588,210,235,195,11,36,1750,6,9,0
2008,1,3,4,1358,1335,1649,1650,3405,171,195,157,-1,23,1137,5,9,0
2008,1,3,4,2135,2045,2306,2220,3673,91,95,71,46,50,480,5,15,0
2008,1,3,4,1711,1640,1840,1825,2019,89,105,77,15,31,543,4,8,0
2008,1,3,4,1714,1620,1832,1745,2900,78,85,64,47,54,405,4,10,0
2008,1,3,4,1925,1825,2024,1930,2359,59,65,49,54,60,308,3,7,0
2008,1,3,4,1615,1540,1741,1705,2632,86,85,65,36,35,407,5,16,0
2008,1,3,4,938,915,1043,1035,2877,65,80,47,8,23,267,5,13,0
2008,1,3,4,1658,1655,1908,1910,3048,70,75,60,-2,3,451,3,7,0
2008,1,3,4,2242,2140,54,2355,2533,72,75,55,59,62,368,4,13,0
2008,1,3,4,1548,1540,1732,1720,2786,104,100,88,12,8,602,8,8,0
2008,1,3,4,824,755,1049,1025,2702,265,270,247,24,29,1733,5,13,0
2008,1,3,4,1210,1200,1327,1325,2101,77,85,69,2,10,437,4,4,0
2008,1,3,4,1139,1140,1230,1235,3924,51,55,40,-5,-1,248,3,8,0
2008,1,3,4,1253,1235,1550,1540,2974,117,125,108,10,18,842,3,6,0
2008,1,3,4,1423,1335,1519,1440,3144,56,65,42,39,48,236,5,9,0
2008,1,3,4,2011,1925,2205,2125,2449,234,240,218,40,46,1521,9,7,0
2008,1,3,4,1228,1200,1340,1310,1928,72,70,43,30,28,236,7,22,0
2008,1,3,4,636,635,921,945,2275,165,190,147,-24,1,1093,5,13,0
2008,1,3,4,1358,1330,1449,1425,3070,51,55,37,24,28,197,4,10,0
2008,1,3,4,2255,2135,2318,2155,3323,83,80,71,83,80,369,2,10,0
2008,1,3,4,1221,1220,1328,1330,3312,67,70,54,-2,1,318,5,8,0
2008,1,3,4,1534,1515,1704,1640,3659,90,85,79,24,19,479,5,6,0
2008,1,3,4,939,925,1324,1325,2630,165,180,151,-1,14,1166,7,7,0
2008,1,3,4,1443,1330,1743,1615,2195,300,285,272,88,73,1844,17,11,0
2008,1,3,4,1312,1255,1407,1355,2121,55,60,38,12,17,279,4,13,0
2008,1,3,4,1738,1730,1841,1840,3948,63,70,49,1,8,318,6,8,0
2008,1,3,4,802,750,1001,955,2272,119,125,104,6,12,688,7,8,0
2008,1,3,4,1921,1835,2142,2105,2804,261,270,244,37,46,1751,4,13,0
2008,1,3,4,1223,1210,1351,1355,3426,88,105,79,-4,13,569,4,5,0
2008,1,3,4,1741,1640,2027,1920,2282,106,100,83,67,61,588,3,20,0
2008,1,3,4,1621,1600,1924,1910,3409,123,130,105,14,21,872,5,13,0
2008,1,3,4,1449,1430,1715,1720,3398,146,170,134,-5,19,972,6,6,0
2008,1,3,4,2110,2040,2326,2300,3939,76,80,61,26,30,451,5,10,0
2008,1,3,4,808,800,832,825,2613,84,85,71,7,8,369,4,9,0
2008,1,3,4,1004,935,1142,1135,2639,98,120,86,7,29,723,4,8,0
2008,1,3,4,2033,1905,2249,2150,3568,136,165,125,59,88,972,4,7,0
2008,1,3,4,1844,1810,2137,2125,3402,113,135,92,12,34,747,3,18,0
2008,1,3,4,1640,1545,1746,1700,2028,66,75,56,46,55,342,3,7,0
2008,1,3,4,1943,1905,2047,2005,2336,124,120,110,42,38,646,4,10,0
2008,1,3,4,801,740,1048,1110,2988,167,210,151,-22,21,1188,6,10,0
2008,1,3,4,1754,1655,1853,1800,2263,59,65,49,53,59,251,4,6,0
2008,1,3,4,1846,1810,2031,1940,2971,105,90,78,51,36,446,14,13,0
2008,1,3,4,555,600,1001,1015,2813,186,195,172,-14,-5,1444,5,9,0
2008,1,3,4,703,700,910,905,3599,127,125,105,5,3,822,6,16,0
2008,1,3,4,0,1310,0,1415,2283,0,65,0,0,0,325,0,0,1
2008,1,3,4,1404,1350,1726,1710,3320,142,140,125,16,14,967,9,8,0
2008,1,3,4,2015,2010,2158,2155,3504,103,105,91,3,5,663,5,7,0
2008,1,3,4,1459,1425,1602,1535,1081,63,70,50,27,34,308,6,7,0
2008,1,3,4,1836,1750,1902,1810,806,86,80,70,52,46,369,3,13,0
2008,1,3,4,1940,1915,2010,1935,343,90,80,63,35,25,370,20,7,0
2008,1,3,4,1936,1920,2337,2340,1566,181,200,163,-3,16,1444,7,11,0
2008,1,3,4,2128,2025,2328,2220,1579,180,175,162,68,63,1044,5,13,0
2008,1,3,4,1757,1730,1918,1850,1188,81,80,62,28,27,417,9,10,0
2008,1,3,4,1635,1630,1715,1725,426,100,115,87,-10,5,550,3,10,0
2008,1,3,4,1851,1835,2038,2040,1828,107,125,93,-2,16,655,5,9,0
2008,1,3,4,1856,1815,2056,2020,239,60,65,48,36,41,335,2,10,0
2008,1,3,4,2207,2150,2306,2255,135,59,65,40,11,17,236,7,12,0
2008,1,3,4,2156,2035,2309,2155,851,73,80,60,74,81,395,4,9,0
2008,1,3,4,2015,1845,2301,2130,422,226,225,210,91,90,1440,4,12,0
2008,1,3,4,1322,1310,1638,1635,494,136,145,113,3,12,957,13,10,0
2008,1,3,4,2229,2100,2343,2215,48,74,75,60,88,89,405,5,9,0
2008,1,3,4,1933,1835,1955,1855,921,82,80,70,60,58,369,2,10,0
2008,1,3,4,1934,1935,2054,2035,201,80,60,43,19,-1,226,29,8,0
2008,1,3,4,2014,2000,2143,2140,2135,89,100,77,3,14,534,3,9,0
2008,1,3,4,1851,1825,2004,1930,317,73,65,41,34,26,236,16,16,0
2008,1,3,4,1747,1730,1857,1850,1062,70,80,53,7,17,328,4,13,0
2008,1,3,4,1710,1645,1851,1840,94,281,295,268,11,25,1910,4,9,0
2008,1,3,4,1904,1830,2019,1945,1026,75,75,64,34,34,337,6,5,0
2008,1,3,4,1642,1610,1728,1705,186,106,115,91,23,32,587,4,11,0
2008,1,3,4,1917,1835,4,2335,318,167,180,150,29,42,1333,3,14,0
2008,1,3,4,1600,1455,1714,1600,173,74,65,54,74,65,308,5,15,0
2008,1,3,4,1641,1530,1836,1740,722,115,130,101,56,71,697,4,10,0
2008,1,3,4,2212,2105,7,2255,771,55,50,36,72,67,162,6,13,0
2008,1,3,4,2035,2030,2149,2140,1341,74,70,52,9,5,258,5,17,0
2008,1,3,4,1956,1950,2207,2205,336,71,75,55,2,6,399,3,13,0
2008,1,3,4,2221,2110,2332,2225,1973,71,75,54,67,71,395,4,13,0
2008,1,3,4,2238,2115,6,2255,644,88,100,73,71,83,543,5,10,0
2008,1,3,4,1601,1550,1828,1750,433,267,240,219,38,11,1521,32,16,0
2008,1,3,4,1502,1445,1607,1550,481,65,65,49,17,17,325,2,14,0
2008,1,3,4,2005,1850,2219,2105,1044,74,75,61,74,75,451,3,10,0
2008,1,3,4,1337,1310,1825,1825,321,168,195,154,0,27,1363,5,9,0
2008,1,3,4,1510,1510,1602,1610,504,52,60,45,-8,0,296,1,6,0
2008,1,3,4,2218,2120,2342,2250,980,84,90,71,52,58,507,4,9,0
2008,1,3,4,1429,1315,1532,1430,1574,63,75,46,62,74,267,6,11,0
2008,1,3,4,2046,2055,2153,2215,575,67,80,42,-22,-9,267,18,7,0
2008,1,3,4,1726,1725,1932,1940,563,306,315,291,-8,1,2027,5,10,0
2008,1,3,4,1908,1825,2108,2030,1006,60,65,42,38,43,229,3,15,0
2008,1,3,4,2230,2150,2335,2300,1017,65,70,54,35,40,345,4,7,0
2008,1,3,4,2146,2100,2304,2215,724,78,75,65,49,46,337,4,9,0
2008,1,3,4,2008,2000,2136,2115,1414,88,75,67,21,8,337,5,16,0
2008,1,3,4,1914,1855,2017,2000,1230,63,65,50,17,19,313,4,9,0
2008,1,3,4,1548,1540,1834,1850,79,106,130,91,-16,8,668,7,8,0
2008,1,3,4,1925,1735,2201,2025,1671,96,110,85,96,110,714,3,8,0
2008,1,3,4,1933,1925,2103,2105,393,150,160,125,-2,8,842,18,7,0
2008,1,3,4,1701,1655,1751,1745,1760,50,50,40,6,6,181,4,6,0
2008,1,3,4,1738,1715,1838,1820,82,60,65,42,18,23,236,6,12,0
2008,1,3,4,2011,2015,2103,2105,549,52,50,37,-2,-4,159,2,13,0
2008,1,3,4,1800,1735,2014,1935,872,134,120,106,39,25,671,4,24,0
2008,1,3,4,2015,1815,2255,2110,1222,100,115,86,105,120,646,4,10,0
2008,1,3,4,1645,1635,1832,1835,1254,227,240,219,-3,10,1501,4,4,0
2008,1,3,4,1250,1235,1605,1555,327,135,140,121,10,15,972,5,9,0
2008,1,3,4,1518,1520,1745,1745,611,147,145,128,0,-2,895,6,13,0
2008,1,3,4,1627,1630,1710,1720,1305,43,50,29,-10,-3,133,6,8,0
2008,1,3,4,1556,1455,1704,1600,354,68,65,41,64,61,236,9,18,0
2008,1,3,4,2243,2120,2325,2210,489,102,110,86,75,83,601,4,12,0
2008,1,3,4,2126,2010,24,2300,1023,238,230,215,84,76,1444,3,20,0
2008,1,3,4,1757,1710,1951,1855,1395,114,105,86,56,47,605,5,23,0
2008,1,3,4,1738,1720,1848,1835,225,70,75,58,13,18,390,4,8,0
2008,1,3,4,1620,1550,1924,1900,1667,124,130,110,24,30,765,5,9,0
2008,1,3,4,1547,1540,1659,1700,830,72,80,55,-1,7,395,4,13,0
2008,1,3,4,2006,1945,2059,2040,120,53,55,42,19,21,248,3,8,0
2008,1,3,4,2117,2010,11,2250,1076,294,280,265,81,67,1844,5,24,0
2008,1,3,4,1308,1310,1521,1550,1319,133,160,116,-29,-2,861,9,8,0
2008,1,3,4,1652,1625,1750,1730,1022,58,65,44,20,27,291,4,10,0
2008,1,3,4,2004,1900,2127,2015,303,83,75,66,72,64,337,4,13,0
2008,1,3,4,1523,1435,1734,1650,1276,251,255,238,44,48,1680,5,8,0
2008,1,3,4,1712,1545,1914,1750,668,62,65,48,84,87,256,4,10,0
2008,1,3,4,1636,1550,1648,1555,508,72,65,54,53,46,325,3,15,0
2008,1,3,4,2003,1905,26,2350,1004,143,165,130,36,58,1140,5,8,0
2008,1,3,4,1409,1355,1711,1710,627,122,135,110,1,14,935,3,9,0
2008,1,3,4,2241,2100,32,2305,1687,111,125,98,87,101,671,5,8,0
2008,1,3,4,1708,1710,1829,1835,1668,81,85,68,-6,-2,491,5,8,0
2008,1,3,4,1544,1500,1704,1610,434,80,70,58,54,44,290,3,19,0
2008,1,3,4,1712,1555,1935,1820,1585,83,85,62,75,77,368,4,17,0
2008,1,3,4,1716,1630,1830,1755,239,74,85,60,35,46,345,4,10,0
2008,1,3,4,1558,1530,2049,2040,1050,171,190,150,9,28,1372,4,17,0
